Changed database context to 'adventureworks'.
Name                                               NumericSize
-------------------------------------------------- -----------
LL Touring Frame - Blue, 54                        54         
LL Touring Frame - Blue, 58                        58         
LL Touring Frame - Blue, 62                        62         
LL Touring Frame - Yellow, 44                      44         
LL Touring Frame - Yellow, 50                      50         
LL Touring Frame - Yellow, 54                      54         
LL Touring Frame - Yellow, 58                      58         
LL Touring Frame - Blue, 44                        44         
ML Mountain Frame-W - Silver, 40                   40         
ML Mountain Frame-W - Silver, 42                   42         
ML Mountain Frame-W - Silver, 46                   46         
LL Mountain Frame - Silver, 42                     42         
LL Mountain Frame - Silver, 44                     44         
LL Mountain Frame - Silver, 48                     48         
LL Mountain Frame - Silver, 52                     52         
LL Mountain Frame - Black, 42                      42         
LL Mountain Frame - Black, 44                      44         
LL Mountain Frame - Black, 48                      48         
LL Mountain Frame - Black, 52                      52         
ML Mountain Frame-W - Silver, 38                   38         
LL Mountain Frame - Black, 40                      40         
LL Mountain Frame - Silver, 40                     40         
Touring-2000 Blue, 60                              60         
Touring-1000 Yellow, 46                            46         
Touring-1000 Yellow, 50                            50         
Touring-1000 Yellow, 54                            54         
Touring-1000 Yellow, 60                            60         
Touring-3000 Blue, 54                              54         
Touring-3000 Blue, 58                              58         
Touring-3000 Blue, 62                              62         
Touring-3000 Yellow, 44                            44         
Touring-3000 Yellow, 50                            50         
Touring-3000 Yellow, 54                            54         
Touring-3000 Yellow, 58                            58         
Touring-3000 Yellow, 62                            62         
Touring-1000 Blue, 46                              46         
Touring-1000 Blue, 50                              50         
Touring-1000 Blue, 54                              54         
Touring-1000 Blue, 60                              60         
Touring-2000 Blue, 46                              46         
Touring-2000 Blue, 50                              50         
Touring-2000 Blue, 54                              54         
Road-350-W Yellow, 40                              40         
Road-350-W Yellow, 42                              42         
Road-350-W Yellow, 44                              44         
Road-350-W Yellow, 48                              48         
Road-750 Black, 58                                 58         
Touring-3000 Blue, 44                              44         
Touring-3000 Blue, 50                              50         
Mountain-400-W Silver, 38                          38         
Mountain-400-W Silver, 40                          40         
Mountain-400-W Silver, 42                          42         
Mountain-400-W Silver, 46                          46         
Mountain-500 Silver, 40                            40         
Mountain-500 Silver, 42                            42         
Mountain-500 Silver, 44                            44         
Mountain-500 Silver, 48                            48         
Mountain-500 Silver, 52                            52         
Mountain-500 Black, 40                             40         
Mountain-500 Black, 42                             42         
Mountain-500 Black, 44                             44         
Mountain-500 Black, 48                             48         
Mountain-500 Black, 52                             52         
Road-750 Black, 44                                 44         
Road-750 Black, 48                                 48         
Road-750 Black, 52                                 52         

(177 rows affected)
